Publication.Year,Study.Name,Study.Name.numbered,Title,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Location,Latitude,Longitude,Wild.Managed.Captive,Population.Type,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size.Study,Av.Clutch.Size.Mean,Clutch.Size.Cooney,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition
2007,Massoni et al. 2007,Massoni et al. 2007,"Breeding biology of the White-rumped Swallow Tachycineta leucorrhoa in Buenos Aires Province, Argentina",YES,YES,NO,2002,2005,3,Passeriformes,Hirundinidae,White-rumped Swallow,Tachycineta_leucorrhoa,Tachycineta_leucorrhoa,Tachycineta_leucorrhoa,LC,LC,LC,Non-threatened,Non-threatened,NA,,"﻿Instituto Tecnológico de Chascomús, CONICET, beside Chascomús lagoon, Buenos Aires Province, Argentina",-35.566667,-58.016667,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,16,84,3,NA,,,NA,4.92 ± 0.05,4.92,5.3,NA,NA,NA,NA,NA,80,NA,80,NA,393.6,424,NA,NA,393.6,330.624,"""",Proportion of eggs present in the nest at the end of incubation that hatched,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA
2020,Metallaoui et al. 2020,Metallaoui et al. 2020,Breeding ecology of the Cattle Egret (Bubulcus ibis) in Guerbes-Sanhadja wetlands of Algeria,YES,YES,NO,2014,2014,1,Pelecaniformes,Ardeidae,Cattle Egret,Bubulcus_ibis,Bubulcus_ibis,Bubulcus_ibis,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Ouajaa marsh, Guerbes-Sandhadja wetlands, northern Algeria",36.888667,7.315556,Wild,,Natural,No,No,No,No,No,No,No,No,20.9,79.1,0,0,,,NA,3.43 ± 0.91,3.43,4.222222333,NA,NA,NA,NA,NA,53,NA,53,182,181.79,223.7777837,NA,NA,182,143.962,"""",Number of eggs hatched/clutch size * 100,Percentage/Proportion of eggs that hatched relative to clutch size,NA,NA,NA
2007,Millus et al. 2007,Millus et al. 2007,Experimental control of a native predator may improve breeding success of a threatened seabird in the California Channel Islands,YES,YES,NO,2004,2004,1,Charadriiformes,Alcidae,Scripps's Murrelet/Xantus's Murrelet,Synthliboramphus_scrippsi/Synthliboramphus_hypoleucus_scrippsi,Synthliboramphus_scrippsi,Synthliboramphus_hypoleucus,SUBSPECIES,VU,VU,Threatened,Threatened,NA,Not Listed (US FWS),"Santa Barbara Island, California, USA",33.466667,-119.033333,Wild,,Natural,No,No,No,No,No,No,No,No,6.818181818,93.18181818,0,0,,,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,44,41,Not stated,Not stated,Not stated,NA,NA,NA
2019,Mohamadian et al. 2019,Mohamadian et al. 2019,Reproductive performance of the Middle Spotted Woodpecker Dendrocoptes medius around Yasouj city (South Western Iran),YES,YES,NO,2018,2018,1,Piciformes,Picidae,Middle Spotted Woodpecker,Leiopicus_medius/Dendrocoptes_medius/Dendrocopos_medius,Leiopicus_medius,Dendrocopos_medius,LC,LC,LC,Non-threatened,Non-threatened,NA,,Southwestern Iran,31.583333,51.633333,Wild,,Natural,No,No,No,No,No,No,No,No,10,90,0,0,,,NA,4.29 ± 1.25,4.29,5.6166665,NA,NA,NA,NA,NA,7,NA,7,30,30.03,39.3166655,NA,NA,30,27,"""",Percentage of eggs that hatched out of eggs laid,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Rate],NA,NA,[Hatching Rate] Eggs laid divided by hatchlings
2005,Møller et al. 2005,Møller et al. 2005 (01),"Condition, reproduction and survival of barn swallows from Chernobyl",YES,YES,NO,1991,2004,6,Passeriformes,Hirundinidae,Barn Swallow,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Chernobyl, Ukraine",51.4289627,30.2372532,Wild,Contaminated Site (Radiation),Natural,No,No,No,No,No,No,No,No,5.877342419,94.12265758,0.99,NA,,,NA,4.27260274±(4.34109589-4.27260274),4.27260274,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""",Brood size divided by clutch size,Brood size relative to clutch size,NA,NA,NA
2005,Møller et al. 2005,Møller et al. 2005 (02),"Condition, reproduction and survival of barn swallows from Chernobyl",YES,YES,NO,1991,2004,6,Passeriformes,Hirundinidae,Barn Swallow,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Kanev, Ukraine",49.8905826,31.5298236,Wild,Reference Site,Natural,No,No,No,No,No,No,No,No,1.379897785,98.62010221,0.78,NA,,,NA,4.591780822±(4.671232877-4.591780822),4.591780822,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""",Brood size divided by clutch size,Brood size relative to clutch size,NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (01),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Fringillidae,Redpoll,Acanthis_flammea/Carduelis_flammea,Acanthis_flammea,Carduelis_flammea,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10.7,89.3,NA,NA,,,5,NA,NA,4.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (02),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Acrocephalidae,Common Reed-Warbler/Eurasian Reed Warbler,Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,12.4,87.6,NA,NA,,,4,NA,NA,3.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (03),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Strigiformes,Strigidae,Boreal Owl/Tengmalm's Owl ,Aegolius_funereus,Aegolius_funereus,Aegolius_funereus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,17.8,82.2,NA,NA,,,5.29,NA,NA,4.8575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (04),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Anseriformes,Anatidae,Mallard,Anas_platyrhynchos,Anas_platyrhynchos,Anas_platyrhynchos,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,3.8,96.2,NA,NA,,,10.53,NA,NA,10.37333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (05),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Caprimulgiformes,Apodidae,Alpine Swift,Tachymarptis_melba/Apus_melba,Tachymarptis_melba,Tachymarptis_melba,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,6,94,NA,NA,,,2.6,NA,NA,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (06),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Anseriformes,Anatidae,Common Pochard,Aythya_ferina,Aythya_ferina,Aythya_ferina,NA,VU,VU,Threatened,Threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.7,90.3,NA,NA,,,8.54,NA,NA,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (07),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Anseriformes,Anatidae,Tufted Duck,Aythya_fuligula,Aythya_fuligula,Aythya_fuligula,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,5,95,NA,NA,,,9.5,NA,NA,9.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (08),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Psittaciformes,Psittacidae,Australian Ringneck,Barnardius_zonarius,Barnardius_zonarius,Barnardius_zonarius,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,17,83,NA,NA,,,NA,NA,NA,5.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (09),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Burhinidae,Eurasian Thick-knee/Stone Curlew,Burhinus_oedicnemus,Burhinus_oedicnemus,Burhinus_oedicnemus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,1.6,98.4,NA,NA,,,1.9,NA,NA,1.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (10),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Accipitriformes,Accipitridae,Eurasian Buzzard/Common Buzzard,Buteo_buteo,Buteo_buteo,Buteo_buteo,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,6,94,NA,NA,,,3,NA,NA,3.033333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (11),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Accipitriformes,Accipitridae,Montagu's Harrier,Circus_pygargus,Circus_pygargus,Circus_pygargus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,5.7,94.3,NA,NA,,,4.5,NA,NA,4.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (12),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Columbiformes,Columbidae,Common Woodpigeon,Columba_palumbus,Columba_palumbus,Columba_palumbus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,13,87,NA,NA,,,1.86,NA,NA,1.9266665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (13),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Corvidae,Common Raven,Corvus_corax,Corvus_corax,Corvus_corax,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,4.7,95.3,NA,NA,,,4.1,NA,NA,4.6833335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (14),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Corvidae,Carrion Crow,Corvus_corone,Corvus_corone,Corvus_corone,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.7,90.3,NA,NA,,,4.5,NA,NA,4.541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (15),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Piciformes,Picidae,Great Spotted Woodpecker,Dendrocopos_major,Dendrocopos_major,Dendrocopos_major,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,19.4,80.6,NA,NA,,,5.5,NA,NA,5.621111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (16),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Procellariiformes,Diomedeidae,Wandering Albatross,Diomedea_exulans,Diomedea_exulans,Diomedea_exulans,NA,VU,VU,Threatened,Threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,33.1,66.9,NA,NA,,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (17),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Emberizidae,Ortolan Bunting,Emberiza_hortulana,Emberiza_hortulana,Emberiza_hortulana,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,8.7,91.3,NA,NA,,,4.5,NA,NA,4.5425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (18),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Emberizidae,Common Reed Bunting/Reed Bunting,Emberiza_schoeniclus,Emberiza_schoeniclus,Emberiza_schoeniclus,NA,LC,LC,Non-threatened,Non-threatened,NA,,"Nottinghamshire, UK",53.120194,-0.985975,Wild,,Natural,No,No,No,No,No,No,No,No,6,94,NA,NA,,,4.5,NA,NA,4.5375,NA,NA,NA,NA,NA,NA,NA,NA,1846,NA,NA,NA,NA,1846,1735.24,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (19),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Falconiformes,Falconidae,Common Kestrel/Eurasian Kestrel/Mediterranean Kestrel,Falco_tinnunculus,Falco_tinnunculus,Falco_tinnunculus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,6.8,93.2,NA,NA,,,4.5,NA,NA,4.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (20),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Alcidae,Atlantic Puffin ,Fratercula_arctica,Fratercula_arctica,Fratercula_arctica,NA,VU,VU,Threatened,Threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,4,96,NA,NA,,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (21),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Gruiformes,Rallidae,Common Coot/Eurasian Coot,Fulica_atra,Fulica_atra,Fulica_atra,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,1.7,98.3,NA,NA,,,8,NA,NA,7.4875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (22),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Corvidae,Eurasian Jay,Garrulus_glandarius,Garrulus_glandarius,Garrulus_glandarius,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,6,94,NA,NA,,,5.7,NA,NA,5.1666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (23),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Galliformes,Phasianidae,Rock Ptarmigan,Lagopus_muta,Lagopus_muta,Lagopus_muta,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.5,90.5,NA,NA,,,7.23,NA,NA,7.1716665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (24),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Laridae,European Herring Gull/Herring Gull,Larus_argentatus,Larus_argentatus,Larus_argentatus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7,93,NA,NA,,,2.6,NA,NA,2.70833325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (25),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Laridae,Lesser Black-backed Gull,Larus_fuscus,Larus_fuscus,Larus_fuscus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,4.8,95.2,NA,NA,,,2.71,NA,NA,2.66625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (26),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Laridae,Black-headed Gull,Larus_ridibundus/Chroicocephalus_ridibundus,Larus_ridibundus,Larus_ridibundus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,1.5,98.5,NA,NA,,,2.54,NA,NA,6.2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (27),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Scolopacidae,Black-tailed Godwit,Limosa_limosa,Limosa_limosa,Limosa_limosa,NA,NT,NT,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,3,97,NA,NA,,,3.86,NA,NA,3.9275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (28),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Anseriformes,Anatidae,Velvet Scoter,Melanitta_fusca,Melanitta_fusca,Melanitta_fusca,NA,VU,VU,Threatened,Threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,6.5,93.5,NA,NA,,,8.43,NA,NA,8.49029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (29),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Coraciiformes,Meropidae,European Bee-eater,Merops_apiaster,Merops_apiaster,Merops_apiaster,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7.7,92.3,NA,NA,,,5.7,NA,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (30),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Suliformes,Sulidae,Northern Gannet,Morus_bassanus/Sula_bassana,Morus_bassanus,Morus_bassanus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7,93,NA,NA,,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
