Publication.Year,Study.Name,Study.Name.numbered,Title,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Location,Latitude,Longitude,Wild.Managed.Captive,Population.Type,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size.Study,Av.Clutch.Size.Mean,Clutch.Size.Cooney,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition
2010,Møller et al. 2010,Møller et al. 2010 (31),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Muscicapidae,Spotted Flycatcher,Muscicapa_striata,Muscicapa_striata,Muscicapa_striata,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9,91,NA,NA,,,3.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (32),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Psittaciformes,Strigopidae,Kea,Nestor_notabilis,Nestor_notabilis,Nestor_notabilis,NA,EN,EN,Threatened,Threatened,NA,,NA,-45.1527,169.8926,Wild,,Natural,No,No,No,No,No,No,No,No,24,76,NA,NA,,,2.5,NA,NA,2.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (33),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Scolopacidae,Eurasian Curlew,Numenius_arquata,Numenius_arquata,Numenius_arquata,NA,NT,NT,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7,93,NA,NA,,,3.83,NA,NA,3.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (34),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Psittaciformes,Cacatuidae,Cockatiel,Nymphicus_hollandicus,Nymphicus_hollandicus,Nymphicus_hollandicus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,17,83,NA,NA,,,4.27,NA,NA,4.5175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (35),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Passeridae,Eurasian Tree Sparrow/Tree Sparrow,Passer_montanus,Passer_montanus,Passer_montanus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,17.9,82.1,NA,NA,,,7.5,NA,NA,4.8375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (36),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Galliformes,Phasianidae,Grey Partridge,Perdix_perdix,Perdix_perdix,Perdix_perdix,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.6,90.4,NA,NA,,,15,NA,NA,15.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (37),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Muscicapidae,Common Redstart,Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,Phoenicurus_phoenicurus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,3.8,96.2,NA,NA,,,6.16,NA,NA,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (38),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,12,Passeriformes,Phylloscopidae,Willow Warbler,Phylloscopus_trochilus,Phylloscopus_trochilus,Phylloscopus_trochilus,NA,LC,LC,Non-threatened,Non-threatened,NA,,"Yamal peninsula, Russia",70.000308,70.000515,Wild,,Natural,No,No,No,No,No,No,No,No,4.2,95.8,NA,NA,,,6.23,NA,NA,6.1725,NA,NA,NA,NA,NA,68,NA,68,400,NA,419.73,NA,NA,400,383.2,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (39),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Pelecaniformes,Threskiornithidae,Eurasian Spoonbill,Platalea_leucorodia,Platalea_leucorodia,Platalea_leucorodia,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,4,96,NA,NA,,,3.5,NA,NA,3.5833335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (40),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Paridae,Marsh Tit,Poecile_palustris/Parus_palustris,Poecile_palustris,Parus_palustris,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,8.8,91.2,NA,NA,,,8.5,NA,NA,7.7666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (41),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Gruiformes,Rallidae,Spotted Crake,Porzana_porzana,Porzana_porzana,Porzana_porzana,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,8.3,91.7,NA,NA,,,11,NA,NA,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (42),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Scolopacidae,Eurasian Woodcock,Scolopax_rusticola,Scolopax_rusticola,Scolopax_rusticola,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,5.7,94.3,NA,NA,,,3.84,NA,NA,3.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (43),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Columbiformes,Columbidae,European Turtle-dove/Turtle Dove,Streptopelia_turtur,Streptopelia_turtur,Streptopelia_turtur,NA,VU,VU,Threatened,Threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,5,95,NA,NA,,,1.9,NA,NA,1.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (44),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Strigiformes,Strigidae,Tawny Owl,Strix_aluco,Strix_aluco,Strix_aluco,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10,90,NA,NA,,,2.5,NA,NA,2.983333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (45),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Sylviidae,Eurasian Blackcap,Sylvia_atricapilla,Sylvia_atricapilla,Sylvia_atricapilla,NA,LC,LC,Non-threatened,Non-threatened,NA,,Southern East Germany,51.706783,13.042938,Wild,,Natural,No,No,No,No,No,No,No,No,7.1,92.9,NA,NA,,,4.5,NA,NA,4.525,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,NA,NA,950,882.55,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (46),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Sylviidae,Garden Warbler,Sylvia_borin,Sylvia_borin,Sylvia_borin,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,3.6,96.4,NA,NA,,,4.32,NA,NA,4.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (47),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Galliformes,Phasianidae,Western Capercaillie,Tetrao_urogallus,Tetrao_urogallus,Tetrao_urogallus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,11,89,NA,NA,,,8,NA,NA,7.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (48),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Scolopacidae,Common Redshank/Redshank,Tringa_totanus,Tringa_totanus,Tringa_totanus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,1.4,98.6,NA,NA,,,3.92,NA,NA,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (49),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Troglodytidae,Northern Wren,Troglodytes_troglodytes,Troglodytes_troglodytes,Troglodytes_troglodytes,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,8,92,NA,NA,,,5.61,NA,NA,5.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (50),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Turdidae,Redwing,Turdus_iliacus,Turdus_iliacus,Turdus_iliacus,NA,NT,NT,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10.9,89.1,NA,NA,,,5.38,NA,NA,5.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (51),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Passeriformes,Turdidae,Song Thrush,Turdus_philomelos,Turdus_philomelos,Turdus_philomelos,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,3.9,96.1,NA,NA,,,4.72,NA,NA,4.1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (52),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Strigiformes,Tytonidae,Common Barn-owl,Tyto_alba,Tyto_alba,Tyto_alba,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7,93,NA,NA,,,5.6,NA,NA,5.26875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2010,Møller et al. 2010,Møller et al. 2010 (53),"Ectoparasites, uropygial glands and hatching success in birds",NO,YES,NO,NA,NA,NA,Charadriiformes,Charadriidae,Northern Lapwing,Vanellus_vanellus,Vanellus_vanellus,Vanellus_vanellus,NA,NT,NT,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,4.5,95.5,NA,NA,,,3.85,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2013,Morosinotto et al. 2013,Morosinotto et al. 2013 (01),Plasticity in incubation behaviour under experimentally prolonged vulnerability to nest predation,YES,YES,NO,2008,2010,3,Passeriformes,Muscicapidae,European Pied Flycatcher/Pied Flycatcher,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Kauhava, western Finland",63,23,Wild managed,Treatment,Natural,Yes,No,No,No,No,No,No,No,11.9,88.1,0.02,NA,,,NA,NA,NA,5.791666667,"Treatment - enlarged entrance hole, 3 day nest exposure",NA,NA,NA,NA,31,NA,31,NA,NA,179.5416667,NA,NA,179.5416667,158.1762083,"""",Number of chicks hatched on the total number of eggs,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2013,Morosinotto et al. 2013,Morosinotto et al. 2013 (02),Plasticity in incubation behaviour under experimentally prolonged vulnerability to nest predation,YES,YES,NO,2008,2010,3,Passeriformes,Muscicapidae,European Pied Flycatcher/Pied Flycatcher,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Kauhava, western Finland",63,23,Wild managed,Control,Natural,Yes,No,No,No,No,No,No,No,10.4,89.6,0.02,NA,,,NA,NA,NA,5.791666667,Control,NA,NA,NA,NA,27,NA,27,NA,NA,156.375,NA,NA,156.375,140.112,"""",Number of chicks hatched on the total number of eggs,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2013,Morosinotto et al. 2013,Morosinotto et al. 2013 (03),Plasticity in incubation behaviour under experimentally prolonged vulnerability to nest predation,YES,YES,NO,2011,2011,1,Passeriformes,Muscicapidae,European Pied Flycatcher/Pied Flycatcher,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Kauhava, western Finland",63,23,Wild managed,Treatment,Natural,Yes,No,No,No,No,No,No,No,8.8,91.2,0.03,NA,,,NA,NA,NA,5.791666667,"Treatment - enlarged entrance hole, 6 day nest exposure",NA,NA,NA,NA,30,NA,30,NA,NA,173.75,NA,NA,173.75,158.46,"""",Number of chicks hatched on the total number of eggs,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2013,Morosinotto et al. 2013,Morosinotto et al. 2013 (04),Plasticity in incubation behaviour under experimentally prolonged vulnerability to nest predation,YES,YES,NO,2011,2011,1,Passeriformes,Muscicapidae,European Pied Flycatcher/Pied Flycatcher,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,LC,LC,LC,Non-threatened,Non-threatened,NA,,"Kauhava, western Finland",63,23,Wild managed,Control,Natural,Yes,No,No,No,No,No,No,No,2.7,97.3,0.02,NA,,,NA,NA,NA,5.791666667,Control,NA,NA,NA,NA,26,NA,26,NA,NA,150.5833333,NA,NA,150.5833333,146.5175833,"""",Number of chicks hatched on the total number of eggs,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA
2018,Mortensen et al. 2018,Mortensen et al. 2018,Parental incubation patterns and the effect of group size in a Neotropical cooperative breeder,YES,YES,NO,2012,2013,2,Passeriformes,Mimidae,White-breasted Thrasher,Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,Ramphocinclus_brachyurus,EN,EN,EN,Threatened,Threatened,NA,,Saint Lucia,13.89,-60.89,Wild,,Natural,No,No,No,No,No,No,No,No,25,75,0,0,,,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40,40,80,80,NA,NA,NA,80,60,Not stated,Not stated,Not stated,NA,NA,NA
2006,Neigh et al. 2006,Neigh et al. 2006 (01),Productivity of tree swallows (Tachycineta bicolor) exposed to PCBs at the Kalamazoo River Superfund site,YES,YES,YES,2000,2002,3,Passeriformes,Hirundinidae,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,"Trowbridge Impoundment, ﻿Kalamazoo River Area of Concern, Kalamazoo River, Michigan, USA",42.456887,-85.827982,Wild managed,PCB-contaminated target site,Natural,Yes,No,No,No,No,No,No,No,29,71,NA,33,,,NA,4.6 ± 1.1,4.6,5.24,NA,NA,NA,NA,NA,32,NA,32,NA,147.2,167.68,NA,NA,147.2,104.512,"""",Number of nestlings at the time of hatching per egg remaining in the nest after removal of an egg; Percentage of eggs hatched in each nest,"Percentage/Proportion of eggs that hatched out of eggs available, excluding predation",Not stated,Not stated,NA
2006,Neigh et al. 2006,Neigh et al. 2006 (02),Productivity of tree swallows (Tachycineta bicolor) exposed to PCBs at the Kalamazoo River Superfund site,YES,YES,YES,2000,2002,3,Passeriformes,Hirundinidae,Tree Swallow,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Unknown (LR/LC),LC,LC,Non-threatened,Non-threatened,NA,,"Fort Custer State Recreation Area, Kalamazoo River, Michigan, USA",42.316916,-85.340077,Wild managed,Reference site,Natural,Yes,No,No,No,No,No,No,No,25,75,NA,25,,,NA,5.2 ± 1.0,5.2,5.24,NA,NA,NA,NA,NA,60,NA,60,NA,312,314.4,NA,NA,312,234,"""",Number of nestlings at the time of hatching per egg remaining in the nest after removal of an egg; Percentage of eggs hatched in each nest,"Percentage/Proportion of eggs that hatched out of eggs available, excluding predation",Not stated,Not stated,NA
